Building ID,Project ID,Project Name,Program Group,Address,Borough,Postcode,Latitude,Longitude,Project Start Date,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Studio Units,1-BR Units,2-BR Units,3-BR+ Units,Counted Rental Units,Counted Homeownership Units
349495,69393,1266 PACIFIC STREET APARTMENTS,Multifamily Incentives Program,1266 PACIFIC STREET,Brooklyn,11216.0,40.67737,-73.949357,2019-12-20,0,0,0,0,3,0,3,0,0,3,0
950357,49713,SOBRO. 988 WASHINGTON AVE. NEW ROADS PLAZA,Multifamily Finance Program,986 WASHINGTON AVENUE,Bronx,10456.0,40.82589,-73.909628,2019-12-19,57,0,37,0,0,57,19,19,0,95,0
11162,65563,LES 278 HDFC.PLP.FY20 (278 EAST 7 STREET),Multifamily Finance Program,276 EAST 7 STREET,Manhattan,10009.0,40.72309,-73.977077,2019-12-19,1,14,2,0,0,1,9,2,5,0,17
988654,68157,GREENPOINT LANDING D2,Multifamily Incentives Program,221 WEST STREET,Brooklyn,11222.0,,,2019-12-19,0,0,0,0,83,18,42,23,0,83,0
991141,68158,GREENPOINT LANDING D3,Multifamily Incentives Program,213 WEST STREET,Brooklyn,11222.0,40.73467,-73.961748,2019-12-19,0,0,76,0,32,23,31,48,6,108,0
989590,69394,103-43 120TH STREET APARTMENTS,Multifamily Incentives Program,103-43 120 STREET,Queens,11419.0,40.68711,-73.823055,2019-12-19,0,0,0,0,3,0,3,0,0,3,0
972405,48996,204 AVENUE A & 535 EAST 12TH STREET PROJECT,Multifamily Finance Program,204 AVENUE A,Manhattan,10009.0,40.72938,-73.980751,2019-12-18,0,0,10,0,0,0,8,2,0,0,10
972406,48996,204 AVENUE A & 535 EAST 12TH STREET PROJECT,Multifamily Finance Program,535 EAST 12 STREET,Manhattan,10009.0,40.72861,-73.979615,2019-12-18,0,0,0,0,11,1,10,0,0,11,0
993171,65306,MARCUS GARVEY PHASE I-BUILDING B + D,Multifamily Incentives Program,215 LIVONIA AVENUE,Brooklyn,11212.0,40.66311,-73.910509,2019-12-18,1,64,30,0,0,20,36,19,20,95,0
1003271,65306,MARCUS GARVEY PHASE I-BUILDING B + D,Multifamily Incentives Program,747 THOMAS BOYLAND STREET,Brooklyn,11212.0,,,2019-12-18,9,12,57,0,0,19,32,13,14,78,0
988878,67130,COMMUNITY ACCESS. 1159 RIVER AVENUE,Multifamily Finance Program,1159 RIVER AVENUE,Bronx,10452.0,,,2019-12-18,148,0,96,0,0,145,28,55,17,245,0
989008,68210,COMUNILIFE. 3395-3401 THIRD AVENUE,Multifamily Finance Program,3401 3 AVENUE,Bronx,10456.0,40.82847,-73.90746,2019-12-18,90,29,28,0,0,112,36,0,0,148,0
992863,69184,MARCUS GARVEY PHASE I- BUILDING F,Multifamily Incentives Program,449 CHESTER STREET,Brooklyn,11212.0,40.66031,-73.909024,2019-12-18,9,80,84,0,0,55,67,34,17,173,0
941699,69391,753 ELTON AVENUE APARTMENTS,Multifamily Incentives Program,753 ELTON AVENUE,Bronx,10451.0,40.82073,-73.914076,2019-12-17,0,0,0,0,3,0,2,1,0,3,0
993492,65582,4697 THIRD AVENUE,Small Homes Program,4697 3 AVENUE,Bronx,10458.0,40.85871,-73.891418,2019-12-12,12,12,28,0,0,7,19,20,7,53,0
104641,68542,CHATTERTON.HRP.FY20,Multifamily Finance Program,1041 PUGSLEY AVENUE,Bronx,10472.0,40.82781,-73.857094,2019-12-12,6,126,0,0,0,0,50,56,27,0,133
938231,68267,SUNSET GARDENS HDFC.HUDMF,Multifamily Finance Program,405 44 STREET,Brooklyn,11220.0,40.64969,-74.008408,2019-12-11,80,1,0,0,0,0,81,0,0,81,0
703836,69390,177-14 WEXFORD TERRACE,Multifamily Incentives Program,177-14 WEXFORD TERRACE,Queens,11432.0,40.71269,-73.786544,2019-12-11,0,0,0,0,12,0,6,6,0,12,0
991288,69389,1613 BROOKLYN AVENUE APARTMENTS,Multifamily Incentives Program,1617 BROOKLYN AVENUE,Brooklyn,11210.0,40.63358,-73.941608,2019-12-10,0,0,0,0,11,0,7,4,0,11,0
228365,68526,PLAZA APARTMENTS,Multifamily Finance Program,212 CROWN STREET,Brooklyn,11225.0,40.66619,-73.953338,2019-12-09,29,3,1,2,0,4,11,13,7,35,0
373954,68526,PLAZA APARTMENTS,Multifamily Finance Program,298 ST JOHNS PLACE,Brooklyn,11238.0,40.67395,-73.967594,2019-12-09,12,2,1,0,0,2,6,4,3,15,0
949874,68526,PLAZA APARTMENTS,Multifamily Finance Program,304 SAINT JOHNS PLACE,Brooklyn,11238.0,40.67399,-73.967446,2019-12-09,10,0,2,1,0,0,4,7,2,13,0
991328,68526,PLAZA APARTMENTS,Multifamily Finance Program,308 ST JOHNS PLACE,Brooklyn,11238.0,40.67405,-73.967313,2019-12-09,7,3,2,0,0,0,3,7,3,13,0
991662,69388,TROUTMAN STREET APARTMENTS,Multifamily Incentives Program,31 TROUTMAN STREET,Brooklyn,11206.0,40.69819,-73.933001,2019-12-09,0,0,0,0,6,0,6,0,0,6,0
193529,69419,456 AVENUE P APARTMENTS,Multifamily Incentives Program,456 AVENUE P,Brooklyn,11223.0,40.60881,-73.970568,2019-12-09,0,0,0,0,9,0,6,3,0,9,0
331378,69387,19 MALTA STREET,Multifamily Incentives Program,19 MALTA STREET,Brooklyn,11207.0,40.66002,-73.89571,2019-12-06,0,0,0,0,2,0,1,1,0,2,0
217176,62057,32-34 PUTNAM AVENUE CLUSTER PHASE I,Multifamily Finance Program,55 CARLTON AVENUE,Brooklyn,11205.0,40.69632,-73.973245,2019-12-05,0,0,0,6,0,0,1,5,0,0,6
230287,62057,32-34 PUTNAM AVENUE CLUSTER PHASE I,Multifamily Finance Program,546 DEKALB AVENUE,Brooklyn,11205.0,40.69086,-73.954709,2019-12-05,0,0,0,7,0,0,1,6,0,0,7
349463,62057,32-34 PUTNAM AVENUE CLUSTER PHASE I,Multifamily Finance Program,1216 PACIFIC STREET,Brooklyn,11216.0,40.67752,-73.951607,2019-12-05,0,0,0,5,0,1,4,0,0,5,0
991704,68079,167-171 CHRYSTIE STREET,Multifamily Incentives Program,167 CHRYSTIE STREET,Manhattan,10002.0,40.7208,-73.992857,2019-12-05,0,7,8,0,0,5,8,2,0,15,0
988957,69386,2746 FULTON STREET,Multifamily Incentives Program,2746 FULTON STREET,Brooklyn,11207.0,40.67758,-73.893198,2019-12-05,0,0,0,0,3,0,0,3,0,3,0
340553,69385,100 SUYDAM STREET,Multifamily Incentives Program,1251 MYRTLE AVENUE,Brooklyn,11221.0,40.69788,-73.928732,2019-12-04,0,0,0,0,3,0,1,2,0,3,0
23579,61840,LENOX AVENUE CLUSTER (ANCP),Multifamily Finance Program,406 LENOX AVENUE,Manhattan,10037.0,40.81093,-73.942677,2019-12-03,0,0,0,9,0,0,0,9,0,0,9
23595,61840,LENOX AVENUE CLUSTER (ANCP),Multifamily Finance Program,424 LENOX AVENUE,Manhattan,10037.0,40.81158,-73.942236,2019-12-03,0,0,0,7,0,0,4,3,0,0,7
23596,61840,LENOX AVENUE CLUSTER (ANCP),Multifamily Finance Program,426 LENOX AVENUE,Manhattan,10037.0,40.81162,-73.942207,2019-12-03,0,0,0,7,0,0,3,4,0,0,7
23600,61840,LENOX AVENUE CLUSTER (ANCP),Multifamily Finance Program,432 LENOX AVENUE,Manhattan,10037.0,40.81174,-73.94212,2019-12-03,0,0,0,3,0,0,0,3,0,0,3
40420,61840,LENOX AVENUE CLUSTER (ANCP),Multifamily Finance Program,135 WEST 132 STREET,Manhattan,10027.0,40.81297,-73.943535,2019-12-03,0,0,0,29,0,5,1,12,11,0,29
374023,69384,495 ST. JOHNS PLACE,Multifamily Incentives Program,495 ST JOHNS PLACE,Brooklyn,11238.0,40.67355,-73.961426,2019-12-03,0,0,0,0,8,2,2,4,0,8,0
6199,68810,215 AUDUBON AVENUE HDFC.GHPP.FY20,Multifamily Finance Program,215 AUDUBON AVENUE,Manhattan,10033.0,40.8452,-73.934563,2019-12-02,24,19,3,0,0,0,12,12,23,47,0
243352,69383,1329 EAST 13TH STREET,Multifamily Incentives Program,1329 EAST 13 STREET,Brooklyn,11230.0,40.6171,-73.96147,2019-12-02,0,0,0,0,5,1,0,4,0,5,0
382976,69382,505 UNION AVENUE APARTMENTS,Multifamily Incentives Program,503 UNION AVENUE,Brooklyn,11211.0,40.71577,-73.952192,2019-11-29,0,0,0,0,7,0,7,0,0,7,0
989032,63968,BALTON COMMONS,Small Homes Program,267 WEST 126 STREET,Manhattan,10027.0,40.8108,-73.95,2019-11-27,9,4,13,10,0,11,12,11,3,37,0
993230,69380,25-34 STEINWAY STREET,Multifamily Incentives Program,25-34 STEINWAY STREET,Queens,11103.0,40.76718,-73.912679,2019-11-27,0,0,0,0,3,0,2,1,0,3,0
982039,69381,PLG APARTMENTS,Multifamily Incentives Program,123 LINDEN BOULEVARD,Brooklyn,11226.0,40.6527,-73.954306,2019-11-27,0,0,0,0,141,36,67,31,7,141,0
988969,70537,2050 GRAND CONCOURSE,Multifamily Incentives Program,2050 GRAND CONCOURSE,Bronx,10457.0,40.85229,-73.902967,2019-11-27,28,0,67,0,0,63,26,7,0,96,0
164076,60963,FAC. 6309 FOURTH AVENUE,Multifamily Finance Program,414 63 STREET,Brooklyn,11220.0,40.63866,-74.01986,2019-11-26,8,0,0,0,0,5,3,0,0,8,0
988831,60963,FAC. 6309 FOURTH AVENUE,Multifamily Finance Program,6309 4 AVENUE,Brooklyn,11220.0,40.63878,-74.020059,2019-11-26,75,0,0,0,0,48,28,0,0,76,0
127004,68268,HARBOR HILL HDFC,Multifamily Finance Program,5605 2 AVENUE,Brooklyn,11220.0,40.64523,-74.0205,2019-11-26,85,1,0,0,0,12,74,1,0,87,0
38465,69378,251 WEST 117TH STREET,Multifamily Incentives Program,251 WEST 117 STREET,Manhattan,10026.0,40.80473,-73.953389,2019-11-26,0,0,0,0,32,8,13,11,0,32,0
990090,69379,987 WILLOUGHBY AVENUE APARTMENTS,Multifamily Incentives Program,987 WILLOUGHBY AVENUE,Brooklyn,11221.0,40.69872,-73.929701,2019-11-26,0,0,0,0,10,0,5,5,0,10,0
122729,67960,1120 WHEELER AVE.GHPP.FY20,Multifamily Finance Program,1120 WHEELER AVENUE,Bronx,10472.0,40.82648,-73.879348,2019-11-25,0,1,3,0,0,0,2,1,1,4,0
975326,69375,253-255 NOSTRAND AVENUE APARTMENTS,Multifamily Incentives Program,253 NOSTRAND AVENUE,Brooklyn,11205.0,40.69021,-73.951241,2019-11-25,0,0,0,0,3,0,0,3,0,3,0
984421,69377,73 STARR STREET APARTMENTS,Multifamily Incentives Program,73 STARR STREET,Brooklyn,11237.0,40.70184,-73.926693,2019-11-25,0,0,0,0,8,0,4,4,0,8,0
991737,69373,186 ST. GEORGES CRESCENT,Multifamily Incentives Program,170 EAST 206 STREET,Bronx,10458.0,40.8757,-73.885048,2019-11-22,0,0,6,0,12,4,4,9,1,18,0
984205,69374,433 EAST 13TH STREET APARTMENTS,Multifamily Incentives Program,435 EAST 13 STREET,Manhattan,10009.0,40.73028,-73.981249,2019-11-22,0,12,12,0,6,8,15,7,0,30,0
205506,69372,THE ELEVEN 11 APARTMENTS,Multifamily Incentives Program,1111 BEDFORD AVENUE,Brooklyn,11216.0,40.68564,-73.953966,2019-11-20,0,0,0,0,9,0,6,3,0,9,0
991145,67540,777 GLENMORE AVENUE,Multifamily Incentives Program,777 GLENMORE AVENUE,Brooklyn,11208.0,40.67551,-73.881442,2019-11-19,0,6,0,0,0,1,1,1,3,6,0
357447,69371,188 PULASKI STREET,Multifamily Incentives Program,188 PULASKI STREET,Brooklyn,11206.0,40.69273,-73.944063,2019-11-18,0,0,0,0,2,0,1,1,0,2,0
210837,69369,74 BLEECKER STREET,Multifamily Incentives Program,74 BLEECKER STREET,Brooklyn,11221.0,40.69436,-73.921617,2019-11-15,0,0,0,0,3,0,3,0,0,3,0
841173,69370,87-65 171ST STREET APARTMENTS,Multifamily Incentives Program,87-67 171 STREET,Queens,11432.0,40.71118,-73.790574,2019-11-15,0,0,0,0,10,0,8,2,0,10,0
86433,67632,BK WESTCHESTER-HOME STREET LLC.PLP.FY20,Multifamily Finance Program,1084 HOME STREET,Bronx,10459.0,40.82761,-73.886949,2019-11-14,1,46,8,0,0,1,47,7,1,56,0
122199,67632,BK WESTCHESTER-HOME STREET LLC.PLP.FY20,Multifamily Finance Program,1244 WESTCHESTER AVENUE,Bronx,10459.0,40.82627,-73.88814,2019-11-14,8,45,5,0,0,0,32,13,14,59,0
6012,68433,GODDARD RIVERSIDE.HRP.FY20,Multifamily Finance Program,711 AMSTERDAM AVENUE,Manhattan,10025.0,40.79279,-73.970566,2019-11-14,50,133,10,0,0,0,30,30,134,0,194
628799,69367,104-22 ASTORIA BOULEVARD,Multifamily Incentives Program,104-22 ASTORIA BOULEVARD,Queens,11369.0,40.76088,-73.864674,2019-11-14,0,0,0,0,3,0,1,2,0,3,0
988873,69368,142 ERASMUS STREET,Multifamily Incentives Program,142 ERASMUS STREET,Brooklyn,11226.0,40.64946,-73.950957,2019-11-14,0,0,0,0,3,0,2,1,0,3,0
213952,69366,1666 BROADWAY APARTMENTS,Multifamily Incentives Program,1666 BROADWAY,Brooklyn,11207.0,40.68417,-73.91321,2019-11-13,0,0,2,0,0,2,0,0,0,2,0
991404,69364,2920 BRIGHTON 4TH STREET,Multifamily Incentives Program,2920 BRIGHTON 4 STREET,Brooklyn,11235.0,40.58038,-73.964709,2019-11-12,0,0,0,0,4,0,2,2,0,4,0
290740,69365,370 EVERGREEN AVENUE,Multifamily Incentives Program,370 EVERGREEN AVENUE,Brooklyn,11221.0,40.69405,-73.923885,2019-11-12,0,0,0,0,2,2,0,0,0,2,0
309244,69362,235 HAWTHORNE STREET APARTMENTS,Multifamily Incentives Program,235 HAWTHORNE STREET,Brooklyn,11225.0,40.658,-73.952522,2019-11-08,0,0,0,0,6,0,3,3,0,6,0
979531,69363,264 SULLIVAN PLACE APARTMENTS,Multifamily Incentives Program,264 SULLIVAN PLACE,Brooklyn,11225.0,40.66437,-73.952352,2019-11-08,0,0,0,0,8,2,2,4,0,8,0
992539,69356,1117 HOE AVENUE APARTMENTS,Multifamily Incentives Program,1117 HOE AVENUE,Bronx,10459.0,40.82626,-73.891182,2019-11-07,0,0,0,0,4,0,2,2,0,4,0
988341,67788,PCMH. 972 WASHINGTON AVE,Multifamily Finance Program,972 WASHINGTON AVENUE,Bronx,10456.0,40.82531,-73.909719,2019-11-06,65,0,41,0,0,82,0,25,0,107,0
351329,69354,877 PARK AVENUE,Multifamily Incentives Program,877 PARK AVENUE,Brooklyn,11206.0,40.69892,-73.940008,2019-11-06,0,0,0,0,3,0,3,0,0,3,0
989187,67494,PROJECT HOSPITALITY. 221 PORT RICHMOND AVE,Multifamily Finance Program,221 PORT RICHMOND AVENUE,Staten Island,10302.0,40.63575,-74.134467,2019-11-04,31,0,16,0,0,47,0,1,0,48,0
982174,69353,86-57 MIDLAND PARKWAY APARTMENTS,Multifamily Incentives Program,86-57 MIDLAND PARKWAY,Queens,11432.0,40.71492,-73.782594,2019-10-31,0,0,0,0,5,0,2,3,0,5,0
25490,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,10 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,93,39,0,4,89,37,2,132,0
805092,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,12 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,121,29,0,1,120,29,0,150,0
805093,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,14 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,89,50,0,0,89,39,11,139,0
805094,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,16 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,86,48,0,0,86,37,11,134,0
805097,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,18 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,85,23,0,1,84,23,0,108,0
805098,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,20 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,86,48,0,6,80,36,12,134,0
805099,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,30 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,91,49,0,2,89,38,11,140,0
805100,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,32 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,121,29,0,1,120,29,0,150,0
805101,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,34 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,98,25,0,6,92,25,0,123,0
805102,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,36 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,94,12,0,7,87,12,0,106,0
805103,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,38 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,119,18,0,1,118,17,1,137,0
805104,69118,KNICKERBOCKER VILLAGE,Multifamily Incentives Program,40 MONROE STREET,Manhattan,10002.0,40.71093,-73.995426,2019-10-30,0,0,76,61,0,3,73,50,11,137,0
30579,65360,SEVENTEENTH STREET HDFC.YR15.FY20,Multifamily Finance Program,105 WEST 17 STREET,Manhattan,10011.0,40.73963,-73.995749,2019-10-29,0,6,12,0,0,18,0,0,0,18,0
21590,64768,WATERSIDE PLAZA.HPO.FY20,Multifamily Finance Program,10 WATERSIDE PLAZA,Manhattan,10010.0,40.73742,-73.973261,2019-10-25,1,0,2,27,67,15,33,41,8,97,0
805445,64768,WATERSIDE PLAZA.HPO.FY20,Multifamily Finance Program,20 WATERSIDE PLAZA,Manhattan,10010.0,40.73742,-73.973261,2019-10-25,0,0,0,22,55,17,29,24,7,77,0
805446,64768,WATERSIDE PLAZA.HPO.FY20,Multifamily Finance Program,25 WATERSIDE PLAZA,Manhattan,10010.0,40.73742,-73.973261,2019-10-25,0,0,0,0,9,0,0,9,0,9,0
805447,64768,WATERSIDE PLAZA.HPO.FY20,Multifamily Finance Program,30 WATERSIDE PLAZA,Manhattan,10010.0,40.73742,-73.973261,2019-10-25,1,0,0,27,70,17,37,37,7,98,0
805448,64768,WATERSIDE PLAZA.HPO.FY20,Multifamily Finance Program,40 WATERSIDE PLAZA,Manhattan,10010.0,40.73742,-73.973261,2019-10-25,2,0,0,27,19,4,13,19,12,48,0
985041,69351,105-05 NORTHERN BOULEVARD,Multifamily Incentives Program,105-05 NORTHERN BOULEVARD,Queens,11368.0,40.758,-73.863492,2019-10-25,0,0,0,2,0,0,2,0,0,2,0
346728,69352,348 NOSTRAND AVENUE,Multifamily Incentives Program,348 NOSTRAND AVENUE,Brooklyn,11216.0,40.68797,-73.951394,2019-10-25,0,0,0,0,9,0,5,4,0,9,0
993468,69349,1030-1032 STEBBINS AVENUE APARTMENTS,Multifamily Incentives Program,1032 REV JAMES POLITE AVENUE,Bronx,10459.0,40.82433,-73.898567,2019-10-24,0,0,0,0,3,0,1,2,0,3,0
993471,69349,1030-1032 STEBBINS AVENUE APARTMENTS,Multifamily Incentives Program,1030 REV JAMES POLITE AVENUE,Bronx,10459.0,40.82426,-73.898574,2019-10-24,0,0,0,0,3,2,1,0,0,3,0
357671,69350,1068 PUTNAM AVENUE APARTMENTS,Multifamily Incentives Program,1068 PUTNAM AVENUE,Brooklyn,11221.0,40.68733,-73.919339,2019-10-24,0,0,0,0,3,0,1,2,0,3,0
382,68660,RIVER CROSSING OWNER HDFC.HPO.FY20,Multifamily Finance Program,1952 1 AVENUE,Manhattan,10029.0,40.78587,-73.941933,2019-10-23,0,0,3,177,22,8,61,86,47,202,0
804622,68660,RIVER CROSSING OWNER HDFC.HPO.FY20,Multifamily Finance Program,420 EAST 102 STREET,Manhattan,10029.0,40.78643,-73.941507,2019-10-23,0,0,1,104,5,52,18,24,17,111,0
804820,68660,RIVER CROSSING OWNER HDFC.HPO.FY20,Multifamily Finance Program,1962 1 AVENUE,Manhattan,10029.0,40.78643,-73.941507,2019-10-23,0,0,1,177,20,8,56,93,42,199,0
2520,68661,HERITAGE HOLDINGS HDFC.HPO.FY20,Multifamily Finance Program,1307 5 AVENUE,Manhattan,10029.0,40.7968,-73.94814,2019-10-23,0,0,0,36,147,31,47,45,61,184,0
804791,68661,HERITAGE HOLDINGS HDFC.HPO.FY20,Multifamily Finance Program,1295 FIFTH AVENUE,Manhattan,10029.0,40.7968,-73.94814,2019-10-23,0,0,0,27,176,0,52,109,43,204,0
805033,68661,HERITAGE HOLDINGS HDFC.HPO.FY20,Multifamily Finance Program,1660 MADISON AVENUE,Manhattan,10029.0,40.7968,-73.94814,2019-10-23,0,0,1,2,13,0,0,0,16,16,0
19797,68662,MILES & PARKER OWNER HDFC.HPO.FY20,Multifamily Finance Program,1890 LEXINGTON AVENUE,Manhattan,10035.0,40.79972,-73.941112,2019-10-23,0,0,0,43,0,0,44,0,0,44,0
24083,68662,MILES & PARKER OWNER HDFC.HPO.FY20,Multifamily Finance Program,1982 LEXINGTON AVENUE,Manhattan,10035.0,40.80229,-73.939676,2019-10-23,0,0,0,228,1,0,2,149,79,230,0
655439,69348,62-41 FOREST AVENUE,Multifamily Incentives Program,62-49 FOREST AVENUE,Queens,11385.0,40.71223,-73.905313,2019-10-21,0,0,0,0,13,1,5,7,0,13,0
3615,48143,MMN1802 - CLOTH AMSTERDAM AVENUE,Multifamily Finance Program,2488 ADAM C POWELL BOULEVARD,Manhattan,10030.0,40.82143,-73.939724,2019-10-17,0,3,13,0,0,0,6,9,1,16,0
4160,48143,MMN1802 - CLOTH AMSTERDAM AVENUE,Multifamily Finance Program,2794 FREDERICK DOUGLASS BOULEVARD,Manhattan,10039.0,40.82488,-73.940057,2019-10-17,0,6,7,0,0,0,3,5,5,13,0
5781,48143,MMN1802 - CLOTH AMSTERDAM AVENUE,Multifamily Finance Program,2110 AMSTERDAM AVENUE,Manhattan,10032.0,40.83782,-73.938809,2019-10-17,0,11,1,0,0,4,0,9,0,13,0
5813,48143,MMN1802 - CLOTH AMSTERDAM AVENUE,Multifamily Finance Program,2185 AMSTERDAM AVENUE,Manhattan,10032.0,40.84007,-73.936364,2019-10-17,0,7,9,0,0,5,0,10,1,16,0
990114,69346,2749 CRUGER AVENUE,Multifamily Incentives Program,2749 CRUGER AVENUE,Bronx,10467.0,40.86715,-73.866577,2019-10-16,0,0,0,0,5,0,3,2,0,5,0
344056,69347,894/896/900 NEW YORK AVENUE,Multifamily Incentives Program,894 NEW YORK AVENUE,Brooklyn,11203.0,40.65154,-73.947063,2019-10-16,0,0,0,0,3,0,1,2,0,3,0
344057,69347,894/896/900 NEW YORK AVENUE,Multifamily Incentives Program,896 NEW YORK AVENUE,Brooklyn,11203.0,40.65149,-73.94706,2019-10-16,0,0,0,0,3,0,1,2,0,3,0
344061,69347,894/896/900 NEW YORK AVENUE,Multifamily Incentives Program,900 NEW YORK AVENUE,Brooklyn,11203.0,40.65138,-73.947049,2019-10-16,0,0,0,0,3,0,1,2,0,3,0
927166,64745,EAST VILLAGE HOMES - PHASE I,Small Homes Program,302 EAST 2 STREET,Manhattan,10009.0,40.72045,-73.979137,2019-10-15,8,7,14,15,0,13,19,13,0,45,0
991971,69344,188 HUMBOLDT STREET,Multifamily Incentives Program,188 HUMBOLDT STREET,Brooklyn,11206.0,40.70776,-73.941233,2019-10-15,0,0,0,0,17,4,4,9,0,17,0
966690,69345,731 BEDFORD AVENUE,Multifamily Incentives Program,731 BEDFORD AVENUE,Brooklyn,11205.0,40.6987,-73.956648,2019-10-15,0,0,0,0,3,0,0,3,0,3,0
23647,67890,HARLEN HDFC.HUD MF.FY 20,Multifamily Finance Program,560 LENOX AVENUE,Manhattan,10037.0,40.81617,-73.938858,2019-10-11,82,18,6,0,0,0,57,49,0,106,0
805961,67890,HARLEN HDFC.HUD MF.FY 20,Multifamily Finance Program,50 WEST 139 STREET,Manhattan,10037.0,40.81585,-73.937713,2019-10-11,84,14,7,2,0,6,37,48,17,108,0
989862,68229,2175 BERGEN STREET,Multifamily Incentives Program,2175 BERGEN STREET,Brooklyn,11233.0,,,2019-10-11,0,4,7,0,2,0,6,7,0,13,0
987396,69342,1969 HUGHES AVENUE,Multifamily Incentives Program,1969 HUGHES AVENUE,Bronx,10457.0,40.84643,-73.892248,2019-10-07,0,0,0,0,9,0,8,0,1,9,0
986304,69343,340/342 RUTLAND ROAD,Multifamily Incentives Program,342 RUTLAND ROAD,Brooklyn,11225.0,40.65925,-73.949357,2019-10-07,0,0,0,0,1,0,0,1,0,1,0
986305,69343,340/342 RUTLAND ROAD,Multifamily Incentives Program,340 RUTLAND ROAD,Brooklyn,11225.0,40.65925,-73.949429,2019-10-07,0,0,0,0,4,0,3,0,1,4,0
990076,68382,2 MT. HOPE PLACE,Multifamily Incentives Program,2 MT HOPE PLACE,Bronx,10453.0,40.84898,-73.910996,2019-10-03,0,17,17,6,0,8,21,9,2,40,0
989764,69341,743 LAFAYETTE AVENUE,Multifamily Incentives Program,743 LAFAYETTE AVENUE,Brooklyn,11221.0,40.69101,-73.943448,2019-10-03,0,0,0,0,3,0,0,2,1,3,0
991163,66099,21-10 31ST AVE,Multifamily Incentives Program,21-10 31 AVENUE,Queens,11106.0,40.76691,-73.929636,2019-10-02,0,0,2,0,0,0,2,0,0,2,0
979680,69096,141 METROPOLITAN AVENUE,Multifamily Incentives Program,141 METROPOLITAN AVENUE,Brooklyn,11249.0,40.7163,-73.962105,2019-09-30,0,0,0,0,3,0,3,0,0,3,0
989948,69097,3470 FORT INDEPENDENCE STREET,Multifamily Incentives Program,3470 FORT INDEPENDENCE STREET,Bronx,10463.0,,,2019-09-30,0,0,12,0,24,8,9,16,3,36,0
634041,69177,BAY TOWERS,Multifamily Finance Program,19-Mar BEACH 98 STREET,Queens,,,,2019-09-26,0,0,94,0,278,27,102,187,56,372,0
34007,66137,HP W53 HDFC.HUDMF.FY 19,Multifamily Finance Program,328 WEST 53 STREET,Manhattan,10019.0,40.76453,-73.986199,2019-09-23,27,10,2,1,0,0,8,21,12,41,0
989653,69094,1507 NEW YORK AVENUE,Multifamily Incentives Program,1507 NEW YORK AVENUE,Brooklyn,11210.0,40.63594,-73.944745,2019-09-19,0,0,0,0,3,0,3,0,0,3,0
984059,69095,1509 NEW YORK AVENUE,Multifamily Incentives Program,1509 NEW YORK AVENUE,Brooklyn,11210.0,40.63589,-73.944737,2019-09-19,0,0,0,0,3,0,3,0,0,3,0
994314,69092,219 SOUTH 3RD STREET,Multifamily Incentives Program,219 SOUTH 3 STREET,Brooklyn,11211.0,40.71134,-73.958576,2019-09-09,0,0,0,0,3,0,3,0,0,3,0
981245,69093,3613 BARNES AVENUE APARTMENTS,Multifamily Incentives Program,3613 BARNES AVENUE,Bronx,10467.0,40.87884,-73.861859,2019-09-09,0,0,0,0,2,0,1,1,0,2,0
62835,67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,Multifamily Finance Program,570 EAST 138 STREET,Bronx,10454.0,40.80652,-73.917479,2019-09-06,0,6,6,0,0,0,0,12,0,12,0
62841,67438,ST. ANN'S APARTMENTS LLC.YR15.FY20,Multifamily Finance Program,590 EAST 138 STREET,Bronx,10454.0,40.80619,-73.916713,2019-09-06,0,6,9,0,0,2,0,14,0,16,0
