Building ID,Project ID,Project Name,Program Group,Address,Borough,Postcode,Latitude,Longitude,Project Start Date,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Studio Units,1-BR Units,2-BR Units,3-BR+ Units,Counted Rental Units,Counted Homeownership Units
1003153,65554,BRIDGE ROCKAWAY,Multifamily Finance Program,805 ROCKAWAY AVENUE,Brooklyn,11212.0,40.66005,-73.907972,2022-03-31,122,38,13,0,0,85,17,46,25,173,0
1002488,69099,VOA. 1746 ANDREWS AVENUE SOUTH,Multifamily Finance Program,1746 ANDREWS AVENUE SOUTH,Bronx,10453.0,40.85028,-73.916947,2022-03-31,117,0,0,0,0,93,24,1,0,118,0
1003176,69567,ASLAND CAPITAL. 1940 TURNBULL AVE. PL SARA,Multifamily Finance Program,1940 TURNBULL AVENUE,Bronx,10473.0,40.82262,-73.856777,2022-03-31,153,0,0,0,0,122,31,1,0,154,0
40677,67442,505 WEST 134 STREET CLUSTER,Multifamily Finance Program,505 WEST 134 STREET,Manhattan,10031.0,40.81864,-73.953119,2022-03-22,0,11,0,8,0,0,0,14,5,0,19
40693,67442,505 WEST 134 STREET CLUSTER,Multifamily Finance Program,523 WEST 134 STREET,Manhattan,10031.0,40.81914,-73.954308,2022-03-22,0,17,0,8,0,0,1,16,8,0,25
40696,67442,505 WEST 134 STREET CLUSTER,Multifamily Finance Program,527 WEST 134 STREET,Manhattan,10031.0,40.81927,-73.954611,2022-03-22,0,17,0,8,0,0,1,16,8,0,25
9798,68803,TURIN HOUSE HDFC.PLP.FY22,Multifamily Finance Program,609 COLUMBUS AVENUE,Manhattan,10024.0,40.7886,-73.970128,2022-03-11,0,188,0,0,0,9,45,90,45,0,189
991751,68808,HP 319-321 WEST 38TH STREET HDFC.HPO.FY22,Multifamily Finance Program,319 WEST 38 STREET,Manhattan,10018.0,40.75533,-73.992514,2022-03-11,0,0,0,6,5,8,2,1,0,11,0
1002723,71700,641 EAST 28TH STREET,Multifamily Incentives Program,641 EAST 28 STREET,Brooklyn,11210.0,40.63506,-73.949516,2022-03-10,0,0,6,0,0,1,2,3,0,6,0
1002602,71223,11 GERRY STREET,Multifamily Incentives Program,11 GERRY STREET,Brooklyn,11206.0,40.70074,-73.949289,2022-03-08,0,53,52,15,0,0,40,40,40,120,0
140529,72188,116 15TH STREET,Multifamily Incentives Program,116 15 STREET,Brooklyn,11215.0,40.6671,-73.993068,2022-03-08,0,0,0,0,6,1,2,3,0,6,0
357764,72189,1223 PUTNAM AVENUE APARTMENTS,Multifamily Incentives Program,1223 PUTNAM AVENUE,Brooklyn,11221.0,40.6914,-73.915858,2022-03-04,0,0,0,0,6,0,3,3,0,6,0
1003180,72190,6327 BROADWAY APARTMENTS,Multifamily Incentives Program,6327 BROADWAY,Bronx,,,,2022-03-02,0,0,0,0,27,0,23,4,0,27,0
995712,70138,10 MARCY AVE,Multifamily Incentives Program,416 METROPOLITAN AVENUE,Brooklyn,11211.0,40.71376,-73.954856,2022-03-01,0,0,24,0,0,6,13,5,0,24,0
185984,72191,2361 ATLANTIC AVENUE,Multifamily Incentives Program,2361 ATLANTIC AVENUE,Brooklyn,11233.0,40.67642,-73.906875,2022-02-24,0,0,0,0,9,0,5,4,0,9,0
529131,67201,HABITAT NET ZERO,Multifamily Finance Program,126-01 116 AVENUE,Queens,11420.0,40.67727,-73.812582,2022-02-23,0,0,0,1,0,0,0,1,0,0,1
543067,67201,HABITAT NET ZERO,Multifamily Finance Program,114-11 130 STREET,Queens,11420.0,40.68093,-73.811097,2022-02-23,0,0,0,1,0,0,0,0,1,0,1
547824,67201,HABITAT NET ZERO,Multifamily Finance Program,133-24 135 PLACE,Queens,11420.0,40.66826,-73.802925,2022-02-23,0,0,1,0,0,0,0,0,1,0,1
603516,67201,HABITAT NET ZERO,Multifamily Finance Program,106-10 215 STREET,Queens,11429.0,40.71074,-73.743806,2022-02-23,0,0,1,0,0,0,0,0,1,0,1
654963,67201,HABITAT NET ZERO,Multifamily Finance Program,142-06 FOCH BOULEVARD,Queens,11436.0,40.67851,-73.799358,2022-02-23,0,0,1,0,0,0,0,0,1,0,1
989014,67201,HABITAT NET ZERO,Multifamily Finance Program,198-16 116 AVENUE,Queens,11412.0,40.6954,-73.753999,2022-02-23,0,0,1,0,0,0,0,0,1,0,1
989015,67201,HABITAT NET ZERO,Multifamily Finance Program,117-11 143 STREET,Queens,11436.0,40.67879,-73.797713,2022-02-23,0,0,0,1,0,0,0,0,1,0,1
989017,67201,HABITAT NET ZERO,Multifamily Finance Program,214-15 HOLLIS AVENUE,Queens,11429.0,40.71011,-73.743813,2022-02-23,0,0,0,2,0,0,0,0,2,0,2
989018,67201,HABITAT NET ZERO,Multifamily Finance Program,99-19 194 STREET,Queens,11423.0,40.70971,-73.764706,2022-02-23,0,0,2,0,0,0,0,0,2,0,2
989021,67201,HABITAT NET ZERO,Multifamily Finance Program,209-26 NASHVILLE BOULEVARD,Queens,11411.0,40.69874,-73.743445,2022-02-23,0,0,0,2,0,0,0,0,2,0,2
989026,67201,HABITAT NET ZERO,Multifamily Finance Program,100-40 202 STREET,Queens,11423.0,40.70981,-73.757473,2022-02-23,0,0,1,0,0,0,0,0,1,0,1
989028,67201,HABITAT NET ZERO,Multifamily Finance Program,111-50 WITTHOFF STREET,Queens,11429.0,40.70652,-73.743509,2022-02-23,0,0,1,0,0,0,0,1,0,0,1
989029,67201,HABITAT NET ZERO,Multifamily Finance Program,202-06 116 AVENUE,Queens,11412.0,40.6963,-73.750681,2022-02-23,0,0,1,0,0,0,0,0,1,0,1
1002206,72192,320 WEST 135TH STREET APARTMENTS,Multifamily Incentives Program,320 WEST 135 STREET,Manhattan,10030.0,40.81682,-73.947766,2022-02-22,0,0,0,0,6,0,3,3,0,6,0
210816,72193,48 BLEECKER STREET APARTMENTS,Multifamily Incentives Program,48 BLEECKER STREET,Brooklyn,11221.0,40.69381,-73.922158,2022-02-22,0,0,0,0,3,0,1,2,0,3,0
1002316,70812,3184 WEBSTER AVENUE,Multifamily Incentives Program,3184 WEBSTER AVENUE,Bronx,10467.0,40.87309,-73.874436,2022-02-15,0,0,30,0,0,3,27,0,0,30,0
1002510,72194,729 LIBERTY AVENUE,Multifamily Incentives Program,729 LIBERTY AVENUE,Brooklyn,11208.0,40.67664,-73.882882,2022-02-15,0,0,0,0,6,4,2,0,0,6,0
1002298,72195,762 EAST 213RD STREET,Multifamily Incentives Program,762 EAST 213 STREET,Bronx,10467.0,40.87819,-73.862569,2022-02-15,0,0,0,0,3,1,2,0,0,3,0
940249,72196,114 SEIGEL STREET,Multifamily Incentives Program,114 SEIGEL STREET,Brooklyn,11206.0,40.70434,-73.941795,2022-02-14,0,0,2,0,0,0,2,0,0,2,0
994366,69619,THE HART - VITAL BROOKLYN RFP SITE C INTERFAITH BROADWAY,Multifamily Incentives Program,1038 BROADWAY,Brooklyn,11221.0,40.69523,-73.932716,2022-02-10,0,0,8,0,0,7,1,0,0,8,0
205596,72197,1259 BEDFORD AVENUE APARTMENTS,Multifamily Incentives Program,1259 BEDFORD AVENUE,Brooklyn,11216.0,40.68004,-73.952921,2022-02-08,0,0,0,0,14,6,6,2,0,14,0
991167,68747,88 EAST 127TH STREET,Multifamily Incentives Program,88 EAST 126 STREET,Manhattan,10035.0,,,2022-02-03,0,32,0,0,0,13,6,13,0,32,0
319857,72198,125 KINGS HIGHWAY APARTMENTS,Multifamily Incentives Program,125 KINGS HIGHWAY,Brooklyn,11223.0,40.60624,-73.986704,2022-01-31,0,0,0,0,19,0,2,17,0,19,0
326726,72112,845 LINCOLN PLACE,Homeowner Assistance Program,845 LINCOLN PLACE,Brooklyn,11216.0,40.67091,-73.948475,2022-01-28,0,0,0,2,0,0,0,0,0,0,2
976859,72199,912 BROADWAY APARTMENTS,Multifamily Incentives Program,912 BROADWAY,Brooklyn,11206.0,40.69733,-73.93676,2022-01-28,0,0,0,0,25,0,12,13,0,25,0
424673,72200,95-01 37TH AVENUE APARTMENTS,Multifamily Incentives Program,95-01 37 AVENUE,Queens,11372.0,40.75141,-73.871966,2022-01-28,0,0,0,0,14,0,7,7,0,14,0
10014,72201,469 CONVENT AVENUE APARTMENTS,Multifamily Incentives Program,461 CONVENT AVENUE,Manhattan,10031.0,40.82786,-73.943577,2022-01-28,0,0,0,0,6,3,3,0,0,6,0
1001798,72202,765 EAST 214TH STREET,Multifamily Incentives Program,765 EAST 214 STREET,Bronx,10467.0,40.87942,-73.862462,2022-01-26,0,0,0,0,26,0,17,9,0,26,0
996698,70454,BROOKLYN - 985 PACIFIC STREET_MIH70451,Multifamily Incentives Program,985 PACIFIC STREET,Brooklyn,11238.0,40.67985,-73.961314,2022-01-21,0,7,7,0,3,3,9,5,0,17,0
997397,70732,BRONX 1245 EDWARD L. GRANT HIGHWAY_MIH70669,Multifamily Incentives Program,1245 EDWARD L GRANT HIGHWAY,Bronx,10452.0,40.83696,-73.922688,2022-01-19,0,11,16,0,0,8,16,3,0,27,0
1002928,72203,972 WOODYCREST,Multifamily Incentives Program,972 WOODYCREST AVENUE,Bronx,10452.0,40.8318,-73.928303,2022-01-18,0,0,0,0,31,0,6,15,10,31,0
147951,72204,1224 39TH STREET APARTMENTS,Multifamily Incentives Program,1224 39 STREET,Brooklyn,11218.0,40.64127,-73.987864,2022-01-17,0,0,0,0,4,0,2,2,0,4,0
1001734,68962,ELMCOR. 104-10 & 12 NORTHERN BLVD,Multifamily Finance Program,104-10 NORTHERN BOULEVARD,Queens,11368.0,40.75742,-73.864226,2022-01-13,29,1,0,0,0,30,0,0,0,30,0
784048,72111,18 SAINT MARKS PLACE,Homeowner Assistance Program,18 ST MARKS PLACE,Staten Island,10301.0,40.64657,-74.085819,2022-01-13,0,0,3,0,0,0,0,0,0,0,3
989509,72301,2524 ALBEMARLE ROAD,Multifamily Incentives Program,2524 ALBEMARLE ROAD,Brooklyn,11226.0,40.64774,-73.953441,2022-01-12,0,0,0,0,2,0,2,0,0,2,0
324006,72299,100 LENOX ROAD APARTMENTS,Multifamily Incentives Program,100 LENOX ROAD,Brooklyn,11226.0,40.65349,-73.956443,2022-01-06,0,0,0,0,29,5,15,9,0,29,0
376881,72205,791 STERLING PLACE,Multifamily Incentives Program,791 STERLING PLACE,Brooklyn,11216.0,40.6729,-73.952274,2022-01-05,0,0,0,0,5,2,1,2,0,5,0
842019,65390,81 - 95 LENOX AVENUE AKA CANAAN IV TOWERS,Multifamily Finance Program,95 LENOX AVENUE,Manhattan,10026.0,40.8013,-73.951044,2021-12-30,127,11,12,0,10,0,63,89,9,161,0
5318,67895,CLINTON TOWERS HOUSING CO INC.PLP.FY22,Multifamily Finance Program,540 WEST 55 STREET,Manhattan,10019.0,40.76847,-73.991985,2021-12-30,0,396,0,0,0,38,130,146,82,0,396
60025,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,755 CROTONA PARK NORTH,Bronx,10457.0,40.83853,-73.892991,2021-12-30,0,26,3,0,0,0,22,6,2,30,0
60030,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,797 CROTONA PARK NORTH,Bronx,10457.0,40.83853,-73.892991,2021-12-30,1,15,5,0,0,0,1,11,9,21,0
60031,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,801 CROTONA PARK NORTH,Bronx,10457.0,40.83853,-73.892991,2021-12-30,0,10,11,0,0,0,0,9,13,22,0
60039,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,857 CROTONA PARK NORTH,Bronx,10457.0,40.83853,-73.892991,2021-12-30,3,9,7,0,0,0,7,13,0,20,0
60040,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,861 CROTONA PARK NORTH,Bronx,10457.0,40.83853,-73.892991,2021-12-30,0,12,4,0,0,0,4,1,11,16,0
60043,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,887 CROTONA PARK NORTH,Bronx,10457.0,40.83853,-73.892991,2021-12-30,5,15,9,0,0,0,5,20,5,30,0
65749,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,710 EAST 175 STREET,Bronx,10457.0,40.84241,-73.893245,2021-12-30,0,4,4,0,0,0,8,0,0,8,0
65778,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,870 EAST 175 STREET,Bronx,10460.0,40.83983,-73.888514,2021-12-30,3,13,3,0,0,0,4,8,7,19,0
77588,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,815 FAIRMOUNT PLACE,Bronx,10460.0,40.84244,-73.888022,2021-12-30,5,32,6,0,0,0,10,26,8,44,0
120128,69246,CARROLL-BURKE HDFC.PLP.FY22,Multifamily Finance Program,1811 WATERLOO PLACE,Bronx,10460.0,40.84005,-73.888109,2021-12-30,0,6,3,0,0,0,1,4,4,9,0
632355,71432,313 BEACH 42ND STREET,Homeowner Assistance Program,313 BEACH 42 STREET,Queens,11691.0,40.59439,-73.774002,2021-12-30,0,0,2,0,0,0,0,0,0,0,2
545133,71643,114-11 133RD STREET,Homeowner Assistance Program,114-11 133 AVENUE,Queens,11420.0,40.6735,-73.825286,2021-12-30,0,1,0,0,0,0,0,0,0,0,1
183293,69218,MHANY. MHANY CLUSTER. JOE NYC,Multifamily Finance Program,135 ALBANY AVENUE,Brooklyn,11213.0,40.67607,-73.938503,2021-12-29,1,1,9,0,0,0,8,4,0,12,0
287684,69218,MHANY. MHANY CLUSTER. JOE NYC,Multifamily Finance Program,1629 EASTERN PARKWAY EXTENSION,Brooklyn,11233.0,40.67205,-73.914462,2021-12-29,6,0,10,0,0,0,5,11,0,16,0
355164,69218,MHANY. MHANY CLUSTER. JOE NYC,Multifamily Finance Program,1180 PRESIDENT STREET,Brooklyn,11225.0,40.66784,-73.951452,2021-12-29,2,7,10,0,0,0,5,12,3,20,0
1000221,70082,ROCKAWAY VILLAGE PHASE 4,Multifamily Finance Program,1605 VILLAGE LANE,Queens,,,,2021-12-29,31,33,65,0,0,9,44,63,13,129,0
1000222,70082,ROCKAWAY VILLAGE PHASE 4,Multifamily Finance Program,1607 VILLAGE LANE,Queens,,,,2021-12-29,15,13,26,0,0,5,20,25,5,55,0
996448,70392,153-10 88TH AVE,Multifamily Incentives Program,153-10 88 AVENUE,Queens,11432.0,40.7062,-73.803488,2021-12-29,0,0,44,0,0,12,23,9,0,44,0
77294,71900,EVERGREEN GARDENS (600621),Multifamily Finance Program,950 EVERGREEN AVENUE,Bronx,10473.0,40.8222,-73.879139,2021-12-29,4,179,30,0,0,4,58,134,17,213,0
77295,71900,EVERGREEN GARDENS (600621),Multifamily Finance Program,955 EVERGREEN AVENUE,Bronx,10473.0,40.822,-73.88001,2021-12-29,2,75,67,0,0,33,16,41,54,144,0
999509,71891,808 ELSMERE AVENUE,Multifamily Incentives Program,808 ELSMERE PLACE,Bronx,10460.0,40.84283,-73.88813,2021-12-27,0,0,0,0,8,2,2,4,0,8,0
998343,71892,1318 SOUTHERN BLVD,Multifamily Incentives Program,1318 SOUTHERN BOULEVARD,Bronx,10459.0,40.83134,-73.890957,2021-12-27,0,0,0,0,18,3,10,5,0,18,0
386680,71893,430 BELMONT AVENUE APARTMENTS,Multifamily Incentives Program,360 VERMONT STREET,Brooklyn,11207.0,40.67075,-73.893829,2021-12-27,0,0,0,0,3,0,0,0,3,3,0
996981,71894,2083 DALY AVENUE,Multifamily Incentives Program,2083 DALY AVENUE,Bronx,10460.0,40.84416,-73.882319,2021-12-27,0,0,0,0,4,4,0,0,0,4,0
1001474,70731,100 FLATBUSH AVENUE (PHASE 1),Multifamily Incentives Program,100 FLATBUSH AVENUE,Brooklyn,11217.0,40.68566,-73.978907,2021-12-23,0,18,18,9,0,5,32,6,2,45,0
64557,71021,1018 EAST 163RD ST,Multifamily Finance Program,1018 EAST 163 STREET,Bronx,10459.0,40.82063,-73.892409,2021-12-23,61,17,18,0,0,0,30,27,40,97,0
996076,62229,LAMBERT REDEVELOPMENT-BUILDING 5AB,Multifamily Finance Program,2082 BOSTON ROAD,Bronx,10460.0,40.842,-73.877784,2021-12-22,278,0,0,0,0,4,53,74,148,279,0
1000227,63764,CONEY ISLAND PHASE 2,Multifamily Finance Program,1607 SURF AVENUE,Brooklyn,11224.0,,,2021-12-22,94,94,148,39,0,94,105,151,26,376,0
994120,64689,NME III,Multifamily Finance Program,207 WEST 140 STREET,Manhattan,10030.0,40.81898,-73.942027,2021-12-22,0,0,0,21,0,0,10,11,0,0,21
994121,64689,NME III,Multifamily Finance Program,304 WEST 150 STREET,Manhattan,10039.0,40.82604,-73.940298,2021-12-22,0,0,0,31,0,1,11,8,11,0,31
989113,68108,LINDEN TERRACE BUILDING 3,Multifamily Finance Program,583 EMERALD STREET,Brooklyn,11208.0,,,2021-12-22,39,40,76,0,0,39,67,36,14,156,0
375015,69178,840-50 ST MARKS AVE HDFC.HRP.FY22,Multifamily Finance Program,850 ST MARKS AVENUE,Brooklyn,11213.0,40.67461,-73.944835,2021-12-22,18,35,1,0,0,0,20,28,7,1,54
1001405,69542,HELP. 273 SNEDIKER AVENUE. 515 BLAKE AVENUE BUILDING A,Multifamily Finance Program,273 SNEDIKER AVENUE,Brooklyn,11207.0,40.66787,-73.900149,2021-12-22,111,18,54,0,0,39,29,114,2,184,0
1002402,71866,825 DEKALB AVENUE APARTMENTS,Multifamily Incentives Program,825 DEKALB AVENUE,Brooklyn,11221.0,40.69253,-73.943291,2021-12-22,0,0,0,0,12,0,12,0,0,12,0
76593,71867,781 ELSMERE PLACE APARTMENTS,Multifamily Incentives Program,781 ELSMERE PLACE,Bronx,10460.0,40.84359,-73.888707,2021-12-22,0,0,0,0,8,1,7,0,0,8,0
991695,71868,27-14 39TH AVENUE APARTMENTS,Multifamily Incentives Program,27-14 39 AVENUE,Queens,11101.0,40.75393,-73.935753,2021-12-22,0,0,0,0,2,0,2,0,0,2,0
984647,71869,41-30 66TH STREET APARTMENTS,Multifamily Incentives Program,41-30 66 STREET,Queens,11377.0,40.74411,-73.898382,2021-12-22,0,0,0,0,5,0,5,0,0,5,0
850402,72138,2122 DAVIDSON AVENUE,Homeowner Assistance Program,2122 DAVIDSON AVENUE,Bronx,10453.0,40.85564,-73.906519,2021-12-21,0,0,2,0,0,0,0,0,0,0,2
1003181,72206,LYRA AT 555 WEST 38TH STREET,Multifamily Incentives Program,555 WEST 38 STREET,Manhattan,10018.0,40.75847,-73.999643,2021-12-21,0,0,59,0,118,80,78,19,0,177,0
988571,72207,222 ECHO PLACE APARTMENT,Multifamily Incentives Program,222 ECHO PLACE,Bronx,10457.0,40.84948,-73.904507,2021-12-21,0,0,0,0,14,6,5,3,0,14,0
324092,72208,193 LENOX ROAD,Multifamily Incentives Program,193 LENOX ROAD,Brooklyn,11226.0,40.65421,-73.95321,2021-12-21,0,0,0,0,5,5,0,0,0,5,0
114404,72209,2109 TIEBOUT AVENUE,Multifamily Incentives Program,2109 TIEBOUT AVENUE,Bronx,10457.0,40.85325,-73.898957,2021-12-21,0,0,0,0,5,2,1,2,0,5,0
343998,71874,595 NEW YORK AVENUE APARTMENTS,Multifamily Incentives Program,595 NEW YORK AVENUE,Brooklyn,11203.0,40.6601,-73.947442,2021-12-20,0,0,0,0,5,0,3,2,0,5,0
1001410,72210,2073 & 2075 ANTHONY AVENUE APARTMENTS,Multifamily Incentives Program,2075 ANTHONY AVENUE,Bronx,10457.0,40.85301,-73.902102,2021-12-20,0,0,0,0,43,0,43,0,0,43,0
363537,72211,1076 ROGERS AVENUE APARTMENTS,Multifamily Incentives Program,1076 ROGERS AVENUE,Brooklyn,11226.0,40.64381,-73.952046,2021-12-20,0,0,0,0,8,0,8,0,0,8,0
1001671,72212,1365 NOSTRAND AVENUE,Multifamily Incentives Program,1365 NOSTRAND AVENUE,Brooklyn,11226.0,40.65332,-73.949426,2021-12-20,0,0,0,0,7,7,0,0,0,7,0
507848,72213,55-44 97 PLACE APARTMENTS,Multifamily Incentives Program,55-44 97 PLACE,Queens,11368.0,40.73758,-73.863545,2021-12-20,0,0,0,0,3,0,0,3,0,3,0
1001166,71865,1559 WHITE PLAINS ROAD APARTMENTS,Multifamily Incentives Program,1559 WHITE PLAINS ROAD,Bronx,10462.0,,,2021-12-17,0,0,0,0,3,0,1,2,0,3,0
346162,71890,1503 NOSTRAND AVENUE,Multifamily Incentives Program,1503 NOSTRAND AVENUE,Brooklyn,11226.0,40.64951,-73.949115,2021-12-17,0,0,0,0,3,1,2,0,0,3,0
1001195,65303,PENINSULA A1,Multifamily Finance Program,5123 BEACH CHANNEL DRIVE,Queens,11691.0,,,2021-12-16,97,0,96,0,0,45,87,55,7,194,0
1001362,66601,266 WEST 96TH STREET,Multifamily Finance Program,270 WEST 96 STREET,Manhattan,10025.0,40.7948,-73.972877,2021-12-16,11,0,21,35,0,35,14,17,2,68,0
995363,70044,33 FRANKLIN STREET,Multifamily Incentives Program,33 FRANKLIN STREET,Brooklyn,11222.0,40.72663,-73.957705,2021-12-16,0,0,16,0,0,2,11,3,0,16,0
784121,71264,SEAVIEW ESTATES PRESERVATION HDFC.HPO.FY22,Multifamily Finance Program,90 ST MARKS PLACE,Staten Island,10301.0,40.64594,-74.084085,2021-12-16,1,1,47,30,0,9,58,12,0,79,0
812466,71264,SEAVIEW ESTATES PRESERVATION HDFC.HPO.FY22,Multifamily Finance Program,201 HAMILTON AVENUE,Staten Island,10301.0,40.64594,-74.084085,2021-12-16,0,0,52,25,0,20,42,16,0,78,0
812467,71264,SEAVIEW ESTATES PRESERVATION HDFC.HPO.FY22,Multifamily Finance Program,217 HAMILTON AVENUE,Staten Island,10301.0,40.64594,-74.084085,2021-12-16,0,1,55,24,0,5,67,8,0,80,0
812578,71264,SEAVIEW ESTATES PRESERVATION HDFC.HPO.FY22,Multifamily Finance Program,80 ST MARKS PLACE,Staten Island,10301.0,40.64594,-74.084085,2021-12-16,0,0,55,24,0,9,58,12,0,79,0
999513,71276,475 BAY STREET MIH,Multifamily Incentives Program,475 BAY STREET,Staten Island,10304.0,40.63026,-74.076071,2021-12-16,0,0,269,0,0,59,122,55,33,269,0
999250,71887,285 RUTLAND ROAD,Multifamily Incentives Program,285 RUTLAND ROAD,Brooklyn,11225.0,40.65957,-73.951292,2021-12-16,0,0,0,0,3,0,0,3,0,3,0
66162,71888,931-935 E 179TH STREET,Multifamily Incentives Program,931 EAST 179 STREET,Bronx,10460.0,40.84337,-73.881938,2021-12-16,0,0,0,0,12,2,4,6,0,12,0
992856,71889,8218 AVENUE J,Multifamily Incentives Program,8218 AVENUE J,Brooklyn,11236.0,40.63493,-73.909282,2021-12-16,0,0,0,0,2,0,0,2,0,2,0
998405,72214,322 MENAHAN STREET,Multifamily Incentives Program,322 MENAHAN STREET,Brooklyn,11237.0,40.70062,-73.914292,2021-12-16,0,0,0,0,4,0,4,0,0,4,0
998379,72215,388 CHRISTOPHER AVENUE,Multifamily Incentives Program,388 CHRISTOPHER AVENUE,Brooklyn,11212.0,40.6628,-73.904392,2021-12-16,0,0,0,0,3,0,1,2,0,3,0
1001367,71885,680 EAST 21ST STREET APARTMENTS,Multifamily Incentives Program,680 EAST 21 STREET,Brooklyn,11226.0,40.63719,-73.957801,2021-12-15,0,0,0,0,6,2,2,2,0,6,0
994916,72216,2026 WALTON AVENUE,Multifamily Incentives Program,2026 WALTON AVENUE,Bronx,10453.0,40.85277,-73.906733,2021-12-15,0,0,0,0,13,4,7,2,0,13,0
991494,72217,1690-1692 PACIFIC STREET,Multifamily Incentives Program,1690 PACIFIC STREET,Brooklyn,11213.0,40.67647,-73.93263,2021-12-15,0,0,0,0,3,3,0,0,0,3,0
67109,71863,363 EAST 197TH STREET APARTMENTS,Multifamily Incentives Program,363 EAST 197 STREET,Bronx,10458.0,40.86616,-73.887758,2021-12-14,0,0,0,0,6,4,2,0,0,6,0
122109,71864,140 WEST FORDHAM ROAD,Multifamily Incentives Program,140 WEST FORDHAM ROAD,Bronx,10468.0,40.86249,-73.907417,2021-12-14,0,0,0,18,0,2,14,2,0,18,0
1002892,72218,476 MAPLE STREET APARTMENTS,Multifamily Incentives Program,476 MAPLE STREET,Brooklyn,11225.0,40.66096,-73.944875,2021-12-14,0,0,0,0,3,0,3,0,0,3,0
311334,71861,1405 HERKIMER STREET APARTMENTS,Multifamily Incentives Program,1405 HERKIMER STREET,Brooklyn,11233.0,40.67754,-73.906902,2021-12-13,0,0,0,0,3,0,0,1,2,3,0
927554,71862,2110 HUGHES AVENUE APARTMENTS,Multifamily Incentives Program,2110 HUGHES AVENUE,Bronx,10457.0,40.84928,-73.88998,2021-12-13,0,0,0,0,3,0,3,0,0,3,0
373699,72219,1369 ST JOHN PLACE,Multifamily Incentives Program,1369 ST JOHNS PLACE,Brooklyn,11213.0,40.67097,-73.932884,2021-12-13,0,0,0,0,10,0,2,4,4,10,0
985901,72220,2381 & 2383 LORILLARD PLACE APARTMENTS,Multifamily Incentives Program,2381 LORILLARD PLACE,Bronx,10458.0,40.85609,-73.889806,2021-12-10,0,0,0,0,3,0,3,0,0,3,0
992072,72220,2381 & 2383 LORILLARD PLACE APARTMENTS,Multifamily Incentives Program,2383 LORILLARD PLACE,Bronx,10458.0,,,2021-12-10,0,0,0,0,3,0,3,0,0,3,0
848175,69501,CHICA HDFC.YR15.FY21,Multifamily Finance Program,1022 REV JAMES A POLITE AVENUE,Bronx,10459.0,40.82408,-73.898672,2021-12-09,20,6,40,1,0,68,0,0,0,68,0
997721,70744,1760 BOONE AVENUE,Multifamily Incentives Program,1760 BOONE AVENUE,Bronx,10460.0,40.83606,-73.883125,2021-12-09,0,0,18,0,0,2,7,9,0,18,0
417008,72221,ASTORIA WEST - 11-37 31ST AVENUE,Multifamily Incentives Program,Nov-31 31 AVENUE,Queens,,,,2021-12-09,0,0,0,0,36,0,28,8,0,36,0
1001184,66928,HELP. 282 HINSDALE STREET. 515 BLAKE AVENUE BUILDING B,Multifamily Finance Program,282 HINSDALE STREET,Brooklyn,11207.0,40.66787,-73.900149,2021-12-08,43,0,27,0,0,56,8,7,0,71,0
995899,70126,21 GARDEN STREET,Multifamily Incentives Program,21 GARDEN STREET,Brooklyn,11206.0,40.70126,-73.937427,2021-12-08,0,0,11,0,0,0,8,3,0,11,0
1000959,71860,2779 & 2781 UNIVERSITY AVENUE APARTMENTS,Multifamily Incentives Program,2781 UNIVERSITY AVENUE,Bronx,10468.0,40.87107,-73.899685,2021-12-08,0,0,0,0,3,0,3,0,0,3,0
1000962,71860,2779 & 2781 UNIVERSITY AVENUE APARTMENTS,Multifamily Incentives Program,2779 UNIVERSITY AVENUE,Bronx,10468.0,40.87107,-73.899685,2021-12-08,0,0,0,0,3,0,3,0,0,3,0
970255,72222,THE ARIEL 44-46 PURVES STREET,Multifamily Incentives Program,44-46 PURVES STREET,Queens,11101.0,40.74616,-73.9409,2021-12-07,0,0,0,0,15,3,11,1,0,15,0
86473,72223,872 HOME STREET,Multifamily Incentives Program,872 HOME STREET,Bronx,10459.0,40.82787,-73.896495,2021-12-07,0,0,0,0,10,5,4,1,0,10,0
205955,71859,2484 BEDFORD AVENUE,Multifamily Incentives Program,2484 BEDFORD AVENUE,Brooklyn,11226.0,40.64307,-73.954864,2021-12-06,0,0,0,0,8,0,0,8,0,8,0
18930,71199,REVIVE 103 HDFC,Multifamily Finance Program,160 EAST 103 STREET,Manhattan,10029.0,40.78983,-73.94713,2021-12-02,48,7,3,1,0,10,30,10,10,60,0
1002080,72224,THIRD AT BANKSIDE,Multifamily Incentives Program,2401 3 AVENUE,Bronx,10451.0,40.80867,-73.931915,2021-12-02,0,0,0,0,138,47,49,38,4,138,0
